number	imsi	msin	call_number	amount	type	date
7779	8151	8151	95500	9	1	3/27/13 20:20
5165	7800	7800	36350	30	1	3/27/13 20:20
6127	11170	11170	272	108	1	3/27/13 20:20
5412	15222	15222	18088	1	3	3/27/13 20:20
2427	13738	13738	117	8	1	3/27/13 20:20
17	249	249	50112	8	1	3/27/13 20:20
3289	3443	3443	6030	1	3	3/27/13 20:19
1074	16645	16645	93935	37	1	3/27/13 20:19
9457	14068	14068	41153	19	1	3/27/13 20:19
6334	8326	8326	99324	36	1	3/27/13 20:19
5248	12598	12598	65972	3	1	3/27/13 20:19
3289	3443	3443	1606	1	3	3/27/13 20:19
2204	11683	11683	2815	1	3	3/27/13 20:19
6463	11127	11127	43199	1	3	3/27/13 20:19
2	17076	17076	1606	6	1	3/27/13 20:19
8282	9181	9181	14009	96	1	3/27/13 20:19
9645	19	19	99646	9	1	3/27/13 20:19
2210	2491	2491	69670	1	3	3/27/13 20:19
3391	17542	17542	9019	212	1	3/27/13 20:19
3281	10365	10365	92780	57	1	3/27/13 20:19
9566	14760	14760	50600	99	1	3/27/13 20:19
2427	13738	13738	117	5	1	3/27/13 20:19
2729	10787	10787	9193	1	3	3/27/13 20:19
4086	8026	8026	81403	1	3	3/27/13 20:19
17	249	249	50112	5	1	3/27/13 20:19
5570	9928	9928	19697	33	1	3/27/13 20:19
9750	12715	12715	99752	33	1	3/27/13 20:19
2	17076	17076	1606	6	1	3/27/13 20:19
4300	7532	7532	63492	168	1	3/27/13 20:19
1368	7667	7667	91369	1	3	3/27/13 20:19
4689	8027	8027	40262	1	3	3/27/13 20:19
8674	8345	8345	79230	50	1	3/27/13 20:19
5255	12540	12540	25092	82	1	3/27/13 20:19
7752	11245	11245	98500	82	1	3/27/13 20:19
2946	3791	3791	16428	100	1	3/27/13 20:19
1431	9572	9572	20810	120	1	3/27/13 20:19
2219	13497	13497	83950	48	1	3/27/13 20:19
6586	4784	4784	66740	131	1	3/27/13 20:19
7655	8259	8259	94030	65	1	3/27/13 20:19
6340	8332	8332	50180	104	1	3/27/13 20:18
8899	2335	2335	99311	49	1	3/27/13 20:18
4312	7837	7837	95930	32	1	3/27/13 20:18
5179	9306	9306	56302	77	1	3/27/13 20:18
1018	16041	16041	91017	81	1	3/27/13 20:18
5248	12598	12598	65972	9	1	3/27/13 20:18
3791	16099	16099	83301	1	3	3/27/13 20:18
5497	1071	1071	95491	1	3	3/27/13 20:18
4143	1459	1459	6030	1	3	3/27/13 20:18
2848	3542	3542	92849	75	1	3/27/13 20:18
1020	7907	7907	97045	41	1	3/27/13 20:18
3289	3443	3443	6030	1	3	3/27/13 20:18
8288	4078	4078	38183	1	3	3/27/13 20:18
2285	9919	9919	43188	1	3	3/27/13 20:18
3289	3443	3443	1606	1	3	3/27/13 20:18
3267	13974	13974	50390	26	1	3/27/13 20:18
6217	14390	14390	97221	333	1	3/27/13 20:18
891	14965	14965	78605	19	1	3/27/13 20:18
2	17076	17076	6030	1	3	3/27/13 20:18
8348	4893	4893	65280	249	1	3/27/13 20:18
4085	290	290	70671	87	1	3/27/13 20:18
9922	13965	13965	1817	491	1	3/27/13 20:18
6797	7451	7451	76590	1	3	3/27/13 20:18
5448	1022	1022	6030	1	3	3/27/13 20:18
6096	9410	9410	60870	201	1	3/27/13 20:18
2	17076	17076	1606	6	1	3/27/13 20:18
4555	8567	8567	98850	26	1	3/27/13 20:18
3949	9879	9879	38388	101	1	3/27/13 20:18
4141	7558	7558	16810	361	1	3/27/13 20:18
9001	6806	6806	5688	40	1	3/27/13 20:18
7801	16097	16097	98774	86	1	3/27/13 20:18
5779	12102	12102	90649	17	1	3/27/13 20:18
8408	14185	14185	11585	36	1	3/27/13 20:18
6312	10640	10640	21708	32	1	3/27/13 20:18
4243	825	825	94242	7	1	3/27/13 20:18
8001	2609	2609	97174	24	1	3/27/13 20:18
5141	8796	8796	6030	1	3	3/27/13 20:18
5849	18110	18110	26692	36	1	3/27/13 20:18
4143	1459	1459	1606	6	1	3/27/13 20:18
2848	3542	3542	91882	16	1	3/27/13 20:18
5141	8796	8796	1606	1	3	3/27/13 20:18
7055	16003	16003	31308	135	1	3/27/13 20:18
450	2870	2870	24870	17	1	3/27/13 20:18
6887	3592	3592	99995	16	1	3/27/13 20:18
7756	10496	10496	90161	1	3	3/27/13 20:18
1329	7631	7631	70823	84	1	3/27/13 20:18
9771	6926	6926	68802	454	1	3/27/13 20:18
2456	12057	12057	10510	1	3	3/27/13 20:18
2940	3785	3785	45856	733	1	3/27/13 20:17
6753	11556	11556	4911	49	1	3/27/13 20:17
4622	10814	10814	17280	234	1	3/27/13 20:17
6240	8622	8622	39609	108	1	3/27/13 20:17
4223	811	811	8211	20	1	3/27/13 20:17
5646	6559	6559	8602	29	1	3/27/13 20:17
8949	9218	9218	22906	1	3	3/27/13 20:17
2	17076	17076	1606	6	1	3/27/13 20:17
5948	12409	12409	74209	337	1	3/27/13 20:17
1199	7432	7432	15264	273	1	3/27/13 20:17
195	3899	3899	19093	1	3	3/27/13 20:17
3327	8255	8255	11385	185	1	3/27/13 20:17
9922	13965	13965	118	25	1	3/27/13 20:17
8801	4458	4458	43230	1	3	3/27/13 20:17
1640	1043	1043	37593	50	1	3/27/13 20:17
8865	3685	3685	70724	1	3	3/27/13 20:17
9436	9881	9881	61748	19	1	3/27/13 20:17
5448	1022	1022	1606	6	1	3/27/13 20:17
974	9762	9762	90975	49	1	3/27/13 20:17
9037	9230	9230	45120	18	1	3/27/13 20:17
2230	13080	13080	90973	98	1	3/27/13 20:17
856	10177	10177	47750	1	1	3/27/13 20:17
1588	13652	13652	25777	22	1	3/27/13 20:17
8187	2643	2643	91350	389	1	3/27/13 20:17
9560	7810	7810	50906	58	1	3/27/13 20:17
3949	9879	9879	84516	1	3	3/27/13 20:17
8998	4294	4294	83276	1	3	3/27/13 20:17
1162	8176	8176	99539	13	1	3/27/13 20:17
3949	9879	9879	84516	1	3	3/27/13 20:17
6303	16106	16106	79027	1	3	3/27/13 20:17
1625	16629	16629	91369	70	1	3/27/13 20:17
3979	7358	7358	430	1	3	3/27/13 20:17
6303	16106	16106	1679	1	3	3/27/13 20:17
9395	9453	9453	54727	1	3	3/27/13 20:17
7919	6074	6074	97918	12	1	3/27/13 20:17
513	14453	14453	66586	945	1	3/27/13 20:17
4305	6784	6784	77222	36	1	3/27/13 20:17
5541	7840	7840	6347	17	1	3/27/13 20:17
9771	6926	6926	33650	24	1	3/27/13 20:17
556	12833	12833	23680	121	1	3/27/13 20:17
1050	12021	12021	11478	31	1	3/27/13 20:17
8892	2342	2342	98866	52	1	3/27/13 20:17
3791	16099	16099	83301	78	1	3/27/13 20:17
2290	8714	8714	39474	155	1	3/27/13 20:17
5646	6559	6559	96018	10	1	3/27/13 20:17
8926	12105	12105	80638	63	1	3/27/13 20:17
360	471	471	63668	38	1	3/27/13 20:16
5849	18110	18110	75648	36	1	3/27/13 20:16
8352	9298	9298	1514	1	3	3/27/13 20:16
1216	10771	10771	90882	374	1	3/27/13 20:16
8879	12227	12227	95859	39	1	3/27/13 20:16
5004	12563	12563	726	83	1	3/27/13 20:16
6423	11031	11031	22610	90	1	3/27/13 20:16
2880	14494	14494	98570	9	1	3/27/13 20:16
4113	18239	18239	94109	276	1	3/27/13 20:16
7969	3317	3317	91918	94	1	3/27/13 20:16
1329	7631	7631	67622	21	1	3/27/13 20:16
4094	13097	13097	86280	34	1	3/27/13 20:16
8348	4893	4893	7336	30	1	3/27/13 20:16
4230	17049	17049	60030	69	1	3/27/13 20:16
7200	2396	2396	31612	1	3	3/27/13 20:16
7907	3496	3496	97910	25	1	3/27/13 20:16
4244	7124	7124	32766	78	1	3/27/13 20:16
1787	7228	7228	53600	260	1	3/27/13 20:16
8998	4294	4294	20155	42	1	3/27/13 20:16
1369	7668	7668	91368	1	3	3/27/13 20:16
9435	8204	8204	99418	19	1	3/27/13 20:16
6423	8473	8473	61567	6	1	3/27/13 20:16
9319	12385	12385	1324	281	1	3/27/13 20:16
450	2870	2870	24870	26	1	3/27/13 20:16
8313	4397	4397	98311	363	1	3/27/13 20:16
1398	7420	7420	51900	100	1	3/27/13 20:16
4933	17057	17057	97226	688	1	3/27/13 20:16
7033	16008	16008	27430	324	1	3/27/13 20:16
6367	8135	8135	1185	1	3	3/27/13 20:16
6367	8135	8135	1185	1	3	3/27/13 20:15
2946	3791	3791	20359	29	1	3/27/13 20:15
3151	7004	7004	33250	21	1	3/27/13 20:15
9511	12311	12311	88454	22	1	3/27/13 20:15
8345	6991	6991	9128	85	1	3/27/13 20:15
9820	12777	12777	46672	28	1	3/27/13 20:15
6128	1929	1929	36472	114	1	3/27/13 20:15
1487	16276	16276	76666	60	1	3/27/13 20:15
303	18267	18267	1570	46	1	3/27/13 20:15
3256	8808	8808	66080	1	3	3/27/13 20:15
3311	10524	10524	48552	1	3	3/27/13 20:15
5054	8487	8487	4300	52	1	3/27/13 20:15
2210	2491	2491	69670	1	3	3/27/13 20:15
8007	4512	4512	25760	24	1	3/27/13 20:15
891	14965	14965	29925	147	1	3/27/13 20:15
1722	10568	10568	91990	15	1	3/27/13 20:15
1383	7682	7682	51439	1	3	3/27/13 20:15
8708	6086	6086	66222	760	1	3/27/13 20:15
6219	10719	10719	29768	143	1	3/27/13 20:15
5004	12563	12563	59660	62	1	3/27/13 20:15
642	10037	10037	65000	8	1	3/27/13 20:15
9457	14068	14068	1710	193	1	3/27/13 20:15
464	645	645	7735	26	1	3/27/13 20:15
1368	7667	7667	91369	1	3	3/27/13 20:15
3415	10113	10113	21619	8	1	3/27/13 20:15
1654	13940	13940	73717	260	1	3/27/13 20:15
7650	6200	6200	60535	595	1	3/27/13 20:15
1641	16684	16684	73452	50	1	3/27/13 20:15
9962	16072	16072	19491	82	1	3/27/13 20:15
5001	312	312	95000	164	1	3/27/13 20:15
5000	8712	8712	95001	164	1	3/27/13 20:15
9058	10492	10492	84880	16	1	3/27/13 20:15
8080	18145	18145	34074	177	1	3/27/13 20:15
1902	7341	7341	93143	13	1	3/27/13 20:15
4445	960	960	57946	118	1	3/27/13 20:15
3376	17075	17075	21897	19	1	3/27/13 20:15
4086	8026	8026	18681	1	3	3/27/13 20:15
7137	14311	14311	36580	95	1	3/27/13 20:15
8998	4294	4294	83276	63	1	3/27/13 20:14
7839	6004	6004	48989	379	1	3/27/13 20:14
6602	4819	4819	55208	30	1	3/27/13 20:14
7055	16003	16003	65339	84	1	3/27/13 20:14
1199	7432	7432	48311	157	1	3/27/13 20:14
242	2996	2996	31562	78	1	3/27/13 20:14
6445	8308	8308	96455	45	1	3/27/13 20:14
9859	11156	11156	99435	58	1	3/27/13 20:14
850	10687	10687	18302	57	1	3/27/13 20:14
4867	12170	12170	95163	67	1	3/27/13 20:14
4399	2525	2525	23169	1	3	3/27/13 20:14
9299	2038	2038	54250	29	1	3/27/13 20:14
7844	13443	13443	33240	385	1	3/27/13 20:14
5411	14552	14552	6030	1	3	3/27/13 20:14
5411	14552	14552	1606	1	3	3/27/13 20:14
1937	11941	11941	91172	345	1	3/27/13 20:14
5504	6007	6007	21589	39	1	3/27/13 20:14
5421	17561	17561	13570	1	3	3/27/13 20:14
2774	3224	3224	65851	1	3	3/27/13 20:14
5421	17561	17561	13570	1	3	3/27/13 20:14
1329	7631	7631	17768	79	1	3/27/13 20:14
4550	2680	2680	45908	294	1	3/27/13 20:14
6694	8954	8954	77030	9	1	3/27/13 20:14
118	14207	14207	90142	17	1	3/27/13 20:14
1241	11579	11579	85185	1	3	3/27/13 20:14
5421	17561	17561	13570	1	3	3/27/13 20:14
296	14343	14343	90297	329	1	3/27/13 20:14
4080	16057	16057	97749	139	1	3/27/13 20:14
957	11861	11861	16670	358	1	3/27/13 20:14
2226	10150	10150	82240	1	3	3/27/13 20:14
770	11316	11316	73313	7	1	3/27/13 20:14
6753	11556	11556	64550	94	1	3/27/13 20:14
7274	14218	14218	2904	190	1	3/27/13 20:14
9392	9365	9365	63058	142	1	3/27/13 20:14
4488	276	276	50036	1	3	3/27/13 20:14
7081	18120	18120	39519	84	1	3/27/13 20:14
7077	7176	7176	97081	84	1	3/27/13 20:14
6356	9864	9864	9660	22	1	3/27/13 20:14
114	525	525	29505	397	1	3/27/13 20:13
3905	11576	11576	96397	33	1	3/27/13 20:13
9469	9574	9574	39480	204	1	3/27/13 20:13
7766	4801	4801	55128	22	1	3/27/13 20:13
4817	6811	6811	78208	554	1	3/27/13 20:13
2914	10229	10229	75861	204	1	3/27/13 20:13
1964	14718	14718	91963	289	1	3/27/13 20:13
7743	11235	11235	73678	89	1	3/27/13 20:13
6066	3620	3620	45384	1	3	3/27/13 20:13
5248	12598	12598	58940	250	1	3/27/13 20:13
3256	8808	8808	66080	1	3	3/27/13 20:13
5940	8321	8321	68890	29	1	3/27/13 20:13
1434	7017	7017	2354	1	3	3/27/13 20:13
1199	7432	7432	15264	60	1	3/27/13 20:13
1369	7668	7668	91368	1	3	3/27/13 20:13
9441	4827	4827	95278	1	3	3/27/13 20:13
281	9652	9652	1943	19	1	3/27/13 20:13
9856	6142	6142	83933	1	3	3/27/13 20:13
8937	9207	9207	43791	34	1	3/27/13 20:13
195	3899	3899	30595	1	3	3/27/13 20:13
3234	10379	10379	35946	138	1	3/27/13 20:13
4244	7124	7124	59509	139	1	3/27/13 20:13
3645	15164	15164	85735	47	1	3/27/13 20:13
9037	9230	9230	71704	39	1	3/27/13 20:13
8341	11434	11434	56095	23	1	3/27/13 20:13
7753	10499	10499	20967	63	1	3/27/13 20:13
927	13718	13718	77069	11	1	3/27/13 20:13
8821	17540	17540	96039	1	3	3/27/13 20:13
7137	14311	14311	36580	70	1	3/27/13 20:13
6303	11537	11537	6030	1	3	3/27/13 20:13
5649	1223	1223	69994	403	1	3/27/13 20:13
6303	11537	11537	1606	1	3	3/27/13 20:13
5322	12026	12026	26650	39	1	3/27/13 20:13
1510	9190	9190	37325	244	1	3/27/13 20:13
7228	14146	14146	64707	20	1	3/27/13 20:13
5412	15222	15222	1606	1	3	3/27/13 20:12
9815	10961	10961	54090	31	1	3/27/13 20:12
5412	15222	15222	6030	1	3	3/27/13 20:12
2226	10150	10150	82240	1	3	3/27/13 20:12
2210	2491	2491	69670	1	3	3/27/13 20:12
2407	4472	4472	72260	56	1	3/27/13 20:12
8949	9218	9218	22906	1	3	3/27/13 20:12
1652	13952	13952	12387	1	3	3/27/13 20:12
201	7118	7118	3092	288	1	3/27/13 20:12
848	10697	10697	34212	1	3	3/27/13 20:12
9229	13829	13829	91971	1	3	3/27/13 20:12
1368	7667	7667	91369	1	3	3/27/13 20:12
6624	14661	14661	18946	147	1	3/27/13 20:12
9107	11224	11224	97859	14	1	3/27/13 20:12
9409	14675	14675	98006	39	1	3/27/13 20:12
2778	10368	10368	92780	37	1	3/27/13 20:12
5272	14070	14070	95273	15	1	3/27/13 20:12
1202	9850	9850	78041	21	1	3/27/13 20:12
4222	302	302	27925	32	1	3/27/13 20:12
2626	16633	16633	91181	35	1	3/27/13 20:12
9473	12399	12399	62995	65	1	3/27/13 20:12
5004	12563	12563	726	154	1	3/27/13 20:12
9612	12694	12694	55520	30	1	3/27/13 20:12
2020	376	376	67654	129	1	3/27/13 20:12
2777	1507	1507	92200	320	1	3/27/13 20:12
7753	10499	10499	20967	15	1	3/27/13 20:12
2839	8806	8806	73030	259	1	3/27/13 20:12
9301	6947	6947	97929	72	1	3/27/13 20:12
8886	8320	8320	85940	63	1	3/27/13 20:12
7650	6200	6200	38000	154	1	3/27/13 20:12
7413	4775	4775	97411	22	1	3/27/13 20:12
6922	8035	8035	19695	24	1	3/27/13 20:12
4622	10814	10814	17280	236	1	3/27/13 20:12
5819	3382	3382	70300	21	1	3/27/13 20:12
4010	14096	14096	94015	69	1	3/27/13 20:12
2778	10368	10368	92780	10	1	3/27/13 20:12
2371	16385	16385	97101	263	1	3/27/13 20:12
6303	11537	11537	6030	1	3	3/27/13 20:12
6303	11537	11537	1606	1	3	3/27/13 20:12
3949	9879	9879	84516	1	3	3/27/13 20:11
3949	9879	9879	84516	1	3	3/27/13 20:11
6216	14215	14215	96643	12	1	3/27/13 20:11
3028	10239	10239	29581	41	1	3/27/13 20:11
1270	7575	7575	46580	439	1	3/27/13 20:11
2226	10150	10150	22880	1	3	3/27/13 20:11
1329	7631	7631	78060	6	1	3/27/13 20:11
7971	3937	3937	61008	179	1	3/27/13 20:11
5794	4746	4746	8678	1	3	3/27/13 20:11
3739	12326	12326	91019	1	3	3/27/13 20:11
8270	4060	4060	53010	127	1	3/27/13 20:11
9441	4827	4827	95278	7	1	3/27/13 20:11
3855	10526	10526	40231	5	1	3/27/13 20:11
4666	3560	3560	24512	1	3	3/27/13 20:11
7801	16097	16097	72620	168	1	3/27/13 20:11
7099	12374	12374	67073	1	3	3/27/13 20:11
3984	12597	12597	30559	1	3	3/27/13 20:11
3779	4023	4023	77268	53	1	3/27/13 20:11
6505	10171	10171	81209	1	3	3/27/13 20:11
3196	9741	9741	39463	398	1	3/27/13 20:11
3074	16183	16183	6896	1176	1	3/27/13 20:11
1765	8968	8968	43320	563	1	3/27/13 20:11
8158	8256	8256	99092	40	1	3/27/13 20:11
2414	17602	17602	92424	24	1	3/27/13 20:11
7320	10055	10055	48790	65	1	3/27/13 20:11
4882	6607	6607	51465	44	1	3/27/13 20:11
1369	7668	7668	91368	1	3	3/27/13 20:11
7531	14042	14042	82697	61	1	3/27/13 20:11
9049	10460	10460	15500	336	1	3/27/13 20:11
7766	14742	14742	98710	16	1	3/27/13 20:11
3317	11008	11008	94005	107	1	3/27/13 20:10
3563	17556	17556	91411	40	1	3/27/13 20:10
770	11316	11316	70237	162	1	3/27/13 20:10
4399	2525	2525	23169	1	3	3/27/13 20:10
2420	4732	4732	26169	121	1	3/27/13 20:10
3341	11367	11367	23690	603	1	3/27/13 20:10
3679	8995	8995	12939	1	3	3/27/13 20:10
1022	16144	16144	93115	1	3	3/27/13 20:10
3932	14869	14869	3677	25	1	3/27/13 20:10
917	6277	6277	14129	337	1	3/27/13 20:10
5548	13947	13947	46920	224	1	3/27/13 20:10
4312	7837	7837	62500	166	1	3/27/13 20:10
1684	7408	7408	67460	216	1	3/27/13 20:10
6302	7514	7514	72840	122	1	3/27/13 20:10
1765	8968	8968	96378	1	3	3/27/13 20:10
7257	14244	14244	48558	1230	1	3/27/13 20:10
3158	9386	9386	86166	1	3	3/27/13 20:10
9079	9043	9043	52492	2	1	3/27/13 20:10
1490	10387	10387	99885	27	1	3/27/13 20:10
9367	6683	6683	23	151	1	3/27/13 20:10
8014	15056	15056	47290	70	1	3/27/13 20:10
9669	8377	8377	13004	1	3	3/27/13 20:10
8250	13177	13177	36210	21	1	3/27/13 20:10
3143	9859	9859	91902	10	1	3/27/13 20:10
3900	7074	7074	94550	102	1	3/27/13 20:10
4602	2355	2355	94604	441	1	3/27/13 20:10
4488	276	276	50036	1	3	3/27/13 20:10
6066	3620	3620	38301	1	3	3/27/13 20:10
6351	15528	15528	45970	1	3	3/27/13 20:10
129	12193	12193	90121	169	1	3/27/13 20:10
2829	4614	4614	62418	1	3	3/27/13 20:10
449	11131	11131	57907	13	1	3/27/13 20:10
4199	9583	9583	94358	547	1	3/27/13 20:10
6630	8851	8851	96627	59	1	3/27/13 20:10
4845	14077	14077	49070	39	1	3/27/13 20:10
3115	8732	8732	91022	1	3	3/27/13 20:10
3196	9741	9741	12560	46	1	3/27/13 20:10
2199	8086	8086	68831	1	3	3/27/13 20:10
2223	6369	6369	24100	166	1	3/27/13 20:10
1407	18107	18107	25575	18	1	3/27/13 20:10
6709	13292	13292	60076	19	1	3/27/13 20:10
8821	17540	17540	71711	1	3	3/27/13 20:10
2621	12932	12932	72630	346	1	3/27/13 20:09
9221	9351	9351	99241	300	1	3/27/13 20:09
4355	17038	17038	48941	24	1	3/27/13 20:09
2660	4616	4616	75584	211	1	3/27/13 20:09
6915	3774	3774	30991	978	1	3/27/13 20:09
7474	7789	7789	97472	98	1	3/27/13 20:09
5779	12102	12102	24867	50	1	3/27/13 20:09
2623	16011	16011	64080	45	1	3/27/13 20:09
6270	14124	14124	80160	20	1	3/27/13 20:09
1554	6818	6818	15249	75	1	3/27/13 20:09
201	7118	7118	22476	80	1	3/27/13 20:09
2952	8599	8599	21369	10	1	3/27/13 20:09
2224	13493	13493	79676	66	1	3/27/13 20:09
3067	16048	16048	55171	19	1	3/27/13 20:09
939	12106	12106	66836	116	1	3/27/13 20:09
2968	12309	12309	73293	23	1	3/27/13 20:09
2494	17644	17644	90905	16	1	3/27/13 20:09
4428	18248	18248	74618	65	1	3/27/13 20:09
4395	1476	1476	96847	34	1	3/27/13 20:09
5011	512	512	52573	265	1	3/27/13 20:09
9237	11555	11555	79140	52	1	3/27/13 20:09
597	11855	11855	18020	130	1	3/27/13 20:09
7650	6200	6200	33735	77	1	3/27/13 20:09
1589	13171	13171	15368	535	1	3/27/13 20:09
7474	7789	7789	97473	16	1	3/27/13 20:09
4228	2333	2333	28605	775	1	3/27/13 20:09
452	11912	11912	71310	44	1	3/27/13 20:09
8014	15056	15056	98774	40	1	3/27/13 20:09
2013	10850	10850	95509	313	1	3/27/13 20:09
3256	8808	8808	46759	192	1	3/27/13 20:09
5025	14082	14082	57937	61	1	3/27/13 20:09
7543	12480	12480	89658	1	3	3/27/13 20:09
1329	7631	7631	17768	11	1	3/27/13 20:09
6475	3397	3397	90498	138	1	3/27/13 20:09
2907	18112	18112	88220	30	1	3/27/13 20:08
3688	4958	4958	95730	30	1	3/27/13 20:08
7028	12315	12315	43789	1	3	3/27/13 20:08
2968	12309	12309	73293	18	1	3/27/13 20:08
2414	17602	17602	92424	72	1	3/27/13 20:08
51	14536	14536	95197	90	1	3/27/13 20:08
9204	12998	12998	130	1	1	3/27/13 20:08
129	12193	12193	78302	62	1	3/27/13 20:08
2555	13345	13345	50988	19	1	3/27/13 20:08
9664	11368	11368	846	1	3	3/27/13 20:08
9329	12035	12035	89917	1	3	3/27/13 20:08
8626	10678	10678	65826	1	3	3/27/13 20:08
1074	16645	16645	98770	1	3	3/27/13 20:08
2635	16591	16591	55405	214	1	3/27/13 20:08
2952	8599	8599	82950	46	1	3/27/13 20:08
4428	18248	18248	33790	44	1	3/27/13 20:08
114	525	525	4980	211	1	3/27/13 20:08
4043	1423	1423	23240	95	1	3/27/13 20:08
1640	1043	1043	24073	40	1	3/27/13 20:08
9707	8386	8386	15829	8	1	3/27/13 20:08
1900	13586	13586	69385	39	1	3/27/13 20:08
4381	13825	13825	99617	55	1	3/27/13 20:08
9171	14614	14614	25037	82	1	3/27/13 20:08
7200	2396	2396	31612	1	3	3/27/13 20:08
3464	11578	11578	20551	48	1	3/27/13 20:08
4086	8026	8026	18681	1	3	3/27/13 20:08
9125	10706	10706	58931	41	1	3/27/13 20:08
1261	11640	11640	93883	1	3	3/27/13 20:08
9115	16643	16643	99266	557	1	3/27/13 20:08
8014	15056	15056	53750	22	1	3/27/13 20:08
1216	8265	8265	13540	26	1	3/27/13 20:07
2919	8197	8197	12758	1	3	3/27/13 20:07
9016	9072	9072	89904	27	1	3/27/13 20:07
9402	8170	8170	66459	75	1	3/27/13 20:07
9225	12845	12845	99226	187	1	3/27/13 20:07
8969	9882	9882	97165	1	3	3/27/13 20:07
844	10671	10671	84804	7	1	3/27/13 20:07
5414	14555	14555	91267	63	1	3/27/13 20:07
9664	11368	11368	846	1	3	3/27/13 20:07
6139	11591	11591	45878	31	1	3/27/13 20:07
2553	7020	7020	9019	6	1	3/27/13 20:07
9241	12711	12711	99221	1	3	3/27/13 20:07
3972	12245	12245	5626	97	1	3/27/13 20:07
4906	13381	13381	73398	23	1	3/27/13 20:07
1415	15	15	13489	132	1	3/27/13 20:07
2407	4472	4472	12247	185	1	3/27/13 20:07
1261	11640	11640	93883	1	3	3/27/13 20:07
2331	4429	4429	63494	95	1	3/27/13 20:07
5278	14108	14108	64376	144	1	3/27/13 20:07
7077	7176	7176	66705	36	1	3/27/13 20:07
1889	7329	7329	88470	15	1	3/27/13 20:07
3883	11641	11641	71260	1	3	3/27/13 20:07
5945	8283	8283	55946	1	3	3/27/13 20:07
6767	11757	11757	90850	68	1	3/27/13 20:07
8014	15056	15056	53750	11	1	3/27/13 20:07
3739	12326	12326	91019	1	3	3/27/13 20:07
6887	3592	3592	99995	14	1	3/27/13 20:07
2085	16314	16314	92086	18	1	3/27/13 20:07
6243	8631	8631	99129	164	1	3/27/13 20:07
7304	11291	11291	28577	1	3	3/27/13 20:07
436	617	617	71083	23	1	3/27/13 20:07
1297	1310	1310	82008	1142	1	3/27/13 20:07
4000	11568	11568	99815	33	1	3/27/13 20:06
6308	10636	10636	43145	533	1	3/27/13 20:06
9656	13885	13885	68894	24	1	3/27/13 20:06
2035	1490	1490	92032	351	1	3/27/13 20:06
1261	11640	11640	93883	1	3	3/27/13 20:06
3366	10730	10730	60601	50	1	3/27/13 20:06
7866	14452	14452	371	1	3	3/27/13 20:06
8130	12708	12708	30270	39	1	3/27/13 20:06
3196	9741	9741	39463	153	1	3/27/13 20:06
6129	1930	1930	96131	42	1	3/27/13 20:06
1883	4400	4400	56782	176	1	3/27/13 20:06
2210	2491	2491	69670	1	3	3/27/13 20:06
5994	13356	13356	33665	201	1	3/27/13 20:06
8630	6491	6491	26633	72	1	3/27/13 20:06
9780	12391	12391	87130	25	1	3/27/13 20:06
5060	3470	3470	12290	307	1	3/27/13 20:06
8278	13837	13837	66931	102	1	3/27/13 20:06
2494	17644	17644	57164	66	1	3/27/13 20:06
107	9262	9262	82776	158	1	3/27/13 20:06
4541	14964	14964	48016	249	1	3/27/13 20:06
9007	16113	16113	42029	1	3	3/27/13 20:06
9346	13901	13901	58546	1	3	3/27/13 20:06
8865	3685	3685	70724	1	3	3/27/13 20:06
5594	9623	9623	33161	162	1	3/27/13 20:06
893	14961	14961	30866	45	1	3/27/13 20:06
3900	7074	7074	94550	137	1	3/27/13 20:06
6916	3859	3859	39641	123	1	3/27/13 20:06
3883	11641	11641	71260	1	3	3/27/13 20:06
2988	2057	2057	1323	1	3	3/27/13 20:06
8594	11435	11435	25202	38	1	3/27/13 20:05
8959	9154	9154	67030	69	1	3/27/13 20:05
3287	13019	13019	3	5	1	3/27/13 20:05
7081	18120	18120	39519	15	1	3/27/13 20:05
7077	7176	7176	97081	15	1	3/27/13 20:05
3750	4698	4698	97890	91	1	3/27/13 20:05
9682	9688	9688	72350	50	1	3/27/13 20:05
1451	13989	13989	24980	49	1	3/27/13 20:05
4195	9331	9331	63979	28	1	3/27/13 20:05
1069	10566	10566	75002	14	1	3/27/13 20:05
1261	11640	11640	93883	1	3	3/27/13 20:05
588	16383	16383	9714	874	1	3/27/13 20:05
4374	12361	12361	25928	17	1	3/27/13 20:05
1147	14363	14363	91146	318	1	3/27/13 20:05
9107	11224	11224	97859	18	1	3/27/13 20:05
6505	10171	10171	81209	1	3	3/27/13 20:05
9712	13256	13256	45510	217	1	3/27/13 20:05
7740	13433	13433	23979	1	3	3/27/13 20:05
7766	4801	4801	98766	1	3	3/27/13 20:05
7766	4801	4801	98766	1	3	3/27/13 20:05
4383	964	964	83459	98	1	3/27/13 20:05
4044	3264	3264	14190	110	1	3/27/13 20:05
7713	7814	7814	71922	1	3	3/27/13 20:05
3418	11986	11986	52630	26	1	3/27/13 20:05
9006	16691	16691	66739	556	1	3/27/13 20:05
2623	16011	16011	64080	21	1	3/27/13 20:05
7543	12480	12480	89658	1	3	3/27/13 20:05
3716	16558	16558	51464	16	1	3/27/13 20:05
1188	7787	7787	64811	1	3	3/27/13 20:05
9052	16209	16209	85381	28	1	3/27/13 20:05
8014	15056	15056	98774	60	1	3/27/13 20:05
7571	11051	11051	33896	10	1	3/27/13 20:05
